,Unnamed: 0,content,score
666,666,Kayaknya lebih bagus ruangguru dibandingkan Quipper..... Ruangguru 5 juta pengguna dan bimbel no 1 di Indonesia....jadi saya percayakan semua kepada Ruangguru......,1
667,667,"Awalnya suka bgt sama app belajar yang satu ini,tp mohon maaf kak tampilan videonya gak full gt. Kalau bisa full screen aja kak, tanpa ada pembatas wrn hitam di kiri dan kanan. Terimakasih...",4
668,668,"Saya buat akun baru kok gak bisa ya, padahal koneksi saya stabil . Selalu tertulis""terjadi kendala"" . Saya pencet ""coba lagi"" terus gak bisa login",1
669,669,"Masih banyakk materi yg hanya ada di web, mengerjakan soal jawabannya banyak yg error (kosong) jadi bingung jawabnya, app update terus padahal",3
670,670,terimakasih quipper video berkat quipper aku jadi masuk universitas yg aku impikan dan materi yg ada di quipper juga sangat lengkap ada TO nya juga. dan tutor yang menjelaskan juga sangat fun dan mudah banget untuk di pahami.,5
671,671,"Nggak bisa login,padahal main game atau nge sosmed aman jaya.Makan tuh bintang 1",1
672,672,Kalau Sudah bayar dan berlangganan Alangkah baiknya bukan hanya materi catatan nya saja yg bisa d download tetapi juga soal2 UN dan SBMPTN yg ada di dalam.,4
673,673,"apakah matematika peminatan sudah tidak ada atau namanya diganti menjadi matematika, seharusnya ada tulisannya saya cari persamaan trigonometri tidak ada saya bingung yang mana mp karena tidak ada peminatan",4
674,674,"Sangat membantu,, dan sangat direkomendasikan, saya sudah menggunakan apk. Ini di sekolah dan semua guru2 sudah memakainya. Ditunggu untuk pengembangan untuk pembuatan Soal Essay 👍👍👍",4
675,675,Rujit asli ni aplikasi disuruh daftar pake email tapi gagal mulu padahal udh bener terus di suruh masukin kode siswa pdhal gue kaga punya!!!,1
676,676,"Insyallah tutornya keren-keren pake banget, apalagi buat fisika kelas 10 dan mat wajib kelas 10😍. Sukses terus ya quipper...",5
677,677,Masa gak bisa putar video materi di aplikasinya . Sia2 dong . Gak bisa offline jg . Klo tau gini mending saya pakai ruang guru,2
678,678,Nama saya vina saya gunakan hp mm saya saya udah kelas 2 smp Terimakasi buat yg buat aplikasi ini karna ini saya bisa rajin belajar dan aplikasi ini bagus bangat,5
679,679,"Kemarin ada kakak quipper datang ke sekolah,dan udah berlangganan.apk nya bagus kok semua materi ada di sini,gak nyesel dehh udah berlangganan.jadi semangat buat belajar:)",5
680,680,Maaf ya Kok aku nggak bisa masuk atau nggak bisa daftar kan email sama kata sandinya bener dan mau masuk menggunakan facebook jg nggak bisa bagaimana caranya🙏,2
681,681,Sangat membantu sekali terutama saat social distancing saat ini dapat menunjang pembelajaran di rumah namun sayangnya UN di hapus dah mahal mahal bayar eh nggak jadi ASU lah :v,1
682,682,"Gimana cara login sebagai guru, soalnya pas login ke quipper giliran masuk kelas ada keterangan tanyakan ke guru, tp ga ada cara masuk sebagai guru",3
683,683,"Kode kelas udah betul,eh tau nya nge-load nya lamaaaaaaaaaaaaaaa............................................. Dan akhirnya aku banyak tertinggal pelajaran,hore..:(",1
684,684,"gmana nih,kalo mau TO ya TO,plin plan bgt,gua udh blaja,smpe soal listening gua pakein orgen,dan lu? lu kandaskan semua perjuangan ku,astagfirullah,kembalikan kuota 100mb ku yg terbuang percuma:)",1
685,685,Kenapa kalau lihat video yg sudah di download harus pakek jaringan internet seharusnya jika sudah di download bisa di lihat melihat hasil download secara off line,1
686,686,"Kenapa kalo ada soal bergambar, gambarnya suka tidak muncul sih?? Saya jadi gak bisa ngerjain tugas, soalnya kebanyakan soalnya bergambar.. Tolong diperbaiki",4
687,687,sangat membantu tapi di dalam beberapa bank soal UN untuk mata pelajaran bahasa Inggris ada beberapa pertanyaan yang mencari persamaan kata yang di garis bawahi tetapi di soal tidak terdapat kata yang di garis bawahi,4
688,688,"Saya sudah pakai quiper, tapi sya ngak sengaja uninstal, masalahnya, sya udh lupa imel dan kata sndinya,, trus gimana ya??",5
689,689,"Pada soal ada yang bergambar, gambarnya tidak muncul padahal jaringan bagus. Dan pada saat ngerjain soal, pilihan dan jawabannya ada yang tidak sesuai.",1
690,690,"Bagus sih,tpi tolong perbeharui lagi bagian soal . saya kemarin soal ny masih gak ada simbol/lambang fungsi matematika nya. Hanya itu aj kok yang lain udah top:-)",5
691,691,"Gimanaa sih quipper ini, udah bayar, udah reset password udah dimasukin password sama usernamenya yg benee tapi tetep katanya tidak terdaftar terus gimana coba? Bikin emosiiiii Belajar aja susah bener",1
692,692,"sebelum nya terimakasih ka materinya ampir sama. tapi tolong ka di cek lagi materinya ada yg mengalami gangguan di bagian SBMPTN, tolong ya ka segera di perbaiki saya jadi ga bisa lanjut materinya",4
693,693,"Gua suka banget sama quipper, sekarang gua cepat mengerti dengan adanya SUPER, pokoknya keren banget, mudah mudahan nilai gua bagus pas ulangan semester. AMIN",5
694,694,Aku kasih bintang 3 dulu yah.sebelum aku mencoba aplikasih in aku mau nanya untuk berlangganan di apk in harus bayar? Dan ada berapa pelajaran di apk in? Tolong dijawab yh makasih🙂,3
695,695,Tolong dong ini apk nya knp kok pas di perbaharui tugas² ku ga bisa masuk lagi😭😫,5
696,696,Kenapa Terjadi kendala trus Padahal email+ kata sandi saya sdh bener. Knpa ini?. Aplikasi quiper yg dlu jga gtu download soal bisa setelah buka materi trus ke soal gk bsa ke buka2?. Tolong di perbaiki #TerjadiKendala,1
697,697,"sy sangat kecewa dgn aplikasi ini sampek sampek saya bolak balik ini itu untuk daftar dan akhirnya pas saya dah daftar saya seneng banget tp malah di suruh cari kode sy trus cari google tentang kode kodenya udh semua kode sy cobak tp gak bisa bisa ini buat sy kesel banget padahal sy udh berjuang banget,tolong pwrbaiki yah dan kasik tau gimana caranya daoet kode kelas",1
698,698,"kenapa di aplikasi nya belum bisa semua video, harus buka yang di web lagi. ribet tau harus buka web lagi, login lagi. semoga ini dapat diperbaiki kedepannya.",3
699,699,"MASIH SUKUR DIKASIH BINTANG 1🔪 TERIMAKASIH QUIPPER UJIAN SAYA DAPAT BERLANGSUNG DENGAN SANGAT AMAT TERAMAT SANGAT LANCAR😘😚.CANTIKLU??EWH MISKIN LU BIADAPT,BRISEX LU SMUA GUA BANTAI SINI PAKE NANA",1
700,700,"Sangat membantu saya dalam belajar. Sedikit masukan, untuk tampilan quippernya kalau bisa tambahkan tema dan fitur mode darknya biar lebih menarik. Thankyou:)",5
701,701,Quipper koneksinya lambat bgt dah dibandingkan dengan apk lainnya. Download vid.youtube 300kb/s downld vid.quipper masya allah. Nguji kesabaran. SALAH KU APA smpai2 tdk d restui bljr :),2
702,702,kenapa pas saya daftar ada tulisan kesalahan jaringan padahal pas saya lihat jaringan wifi saya lancar ... juga koneksi internet yang lain pun lancar,3
703,703,"Niat banget sih quipper, keliatan banget pengen usernya jadi pelajar yg cerdas. Pokoknya niat bangettt dari segi menjelaskannya, tulisannya💯💯💯💯💯💯",5
704,704,"saya baru unduh sih, saya ingin nanya kalau ikut quipper apakah harus membayar uang lesnya per bulan dan apakah pendaftarannya berbayar, mohon dibalas",4
705,705,"apakah ada masalah pada sistem appnya sehingga ketika memulai video pembelajaran terjadi buffering yg cukup lama, padahal kuota dan jaringan saya memadai, tolong ditindak lanjuti",3
706,706,"Saya tidak rugi memakai aplikasi ini, karena sangat berguna untuk kehidupan saya. Terimakasih quipper. Tapi masih ada sebagian soal yang disuruh dibuka di web",5
707,707,"kak, tolong perbaiki lagi jaringannya soalnya sejak saya berlangganan quipper selama 2 tahun masalah ngelag untuk streaming video masih saja ada padahal kalau YouTube dan main game online lancar",5
708,708,"Makasih sebelumnya karena udah menyediakan tempat belajar online, tapi kenapa ketika saya mau membuka materi bahasa Inggris kelas 10 bagian kedua nggak bisa ya? mohon di perbaiki lagi🙏",4
709,709,Tolong pihak quipper memperbaiki gambar dari tugasnya..soalnya gambarnya ga bisa di lihat alias gambar tsb rusak...terlebih lagi gambar yg rusak terdapat pada opsi ABCDE trimakasih:),2
710,710,Apknya sihhh sudah bagus cmn klo mau melaksanakam TO online itu websitenya hrs dibuat sebaik mungkin agar tdk terjadi maintanance atau pembaruan terbaru agar siswa yang menjawab soal tdk terganggu apa lagi tdk ad penambahan waktu Mohon dibaca😊😊,1
711,711,Bagus sekali buat ngebantu dalam belajar,5
712,712,Tugas tidak muncul di aplikasi padahal kalau pakai web ada.,3
713,713,"Kenapa siiiiiih,padahal kan email dan kata sandinya udah benerrrr,kenapa gak bisaaaa, mohon pencerahannya,nanti kalau udah bisa aku kasih bintang lima deh",1
714,714,"Selalu ada gangguan, padahal dapat tugas dari sekolah, malah jadi telat terus, error , sekarang lagi pts juga malah error, tolong perbaiki ya.",2
715,715,"Apaan quipper, orang mau try out kok malah gangguan?? Kok nge refresh mulu terus waktu ngerjain soalnya jaringan LOLA bangett dan ERROR!!! Sedangkan kalo buka IG dan sosmed lainnya lancar. Mana waktu kemakan terus tpi soalnya gak bisa dikerjain. Gelat Mendingan pindah ke apk sebelah aja (Ruang Guru) Jelas2 ada iqbal guanteng banget! Kami gak buat2 ini beneran SUMPAH! Dan inget ini try out bukan main main😡",1
716,716,"Gimana sih, katanya masukkan kode truss sudah saya masukkan di suruh tunggu, sampai layarnya mati habis tu di hidupin minta kode lagi, gitu aja truss_- Tolong kk gmna ya",1
717,717,Assalamualaikum makasih untuk aplikasi Quipper karena dengan adanya aplikasi ini saya bisa mengikuti ujian.... Semoga aplikasi ini makin maju,5
718,718,"Terima kasih kepada pihak quipper yang telah membantu saya dalam berbagai pelajaran,,penjelasan yang diberikan mudah dimengerti,,terima kasih",5
719,719,"Suka sama quipper, tp aku orangnya bisenan. Aku juga suka yang berwarna krn menarik aja klw dilihat dan gak bikin ngantuk. Semoga quipper bisa diupdate lebih menarik yah🤗",3
720,720,Hai namaku ervi aku kls 4 Dan aku mau coba aplikasi ini tapi kok gak bisa di daftar ya gimana sih caranya agar bisa daftar susah banget jadi mohon banget ya buat yang punya aplikasi ini diperbaiki lagi nanti kalau udah diperbaiki aku kasih bintang lima deh terimakasih🤗,1
721,721,Setiap saya latihan soal buka yang ada gambarnya selalu gagal.. Terus email aku salah pas di akun quipper padahal aku udah kasih email bener ke kakak pembimbingnya.. Jadi sandinya lupa..,2
722,722,"karena di rumah ada wifi pribadi ,jadi pasang quipper tapi kenapa gk bisa download videonya pakai wifi ? eror kah ?",3
723,723,Tolong ditingkatkan lagi.... Adakan sistem chating dengan tutor biar bisa konsultasi tentang pelajaran yang masih belum dipahami 🙏 seperti aplikasi sebelah,1
724,724,"ini saya sudah melakukan pembayaran senilai Rp 390.000,00 di alfamart. tapi setelah login, knpa gk bisa digunakan??",3
725,725,Saya sudah berlangganan tapi akun saya tidak bisa di buka slalu gagal masuk dan disuruh periksa nama pengguna dan kata sandi padahal sudah benar setiap saya hubungi mbanya yg datang keskola tetep tidak ada perbaikan mohon bantuaannya,2
726,726,Bagus cuman kenapa ya kok video saya gak bisa dibuka ??? Lainnya bagus banget saya paham sama pelajaran yang diberi,4
727,727,"materi yg diberikan dapat membantu namun ada beberapa materi yang tiba"" gagal d donwload mohon di perbaiki. karna hal ini menunda kami dalam membaca materi tersebut",4
728,728,Quipper sangat keren!!!!!!!ga tau lagi deh.pokoknya quipper bikin aku belajar sampai lupa waktu..sumpah nyesel banget si ya belum nyoba.,5
729,729,"Hi min saya kan sudah beli paket berlangganan pada tgl 3 oktober 2019, ditgl 1 november 2019 saya logout lalu saya uninstal apk quipper karna hp saya terlalu penuh, lalu tgl 4 november 2019 saya Download apk quipper lg & saya log in, pdhl akun quipper saya ada foto profilnya tp pas saya cek gaada foto profil & saya cek smua materi tergembok karna dibilangnya saya ga punya paket berlangganan, padahal paket berlangganan yg saya beli di tanggal 3 oktober itu masih berlaku sampai bulan maret 2020😭",2
730,730,Boleh tanya gk knpa ko akun saya ke kunci yah padahal saya udh masukin password nyah bener deh padahal saya lagi banyak tugas dari sekolah gara2 akun saya ke kunci jadi gak bisa ngerjain tugas tolong ya kasih tau kenapa🤷🏻,1
731,731,"Untuk video yang sudah diunduh kenapa, kalo buka materi harus muat ulang lagi, kan gunanya buat bisa offline tapi sebelum masuk video harus onlen :((",2
732,732,"Kenapa saya mau daftar gk bisa, ada tulisan ""maaf ada kendala"" baru daftar aja gk bisa gimana nanti masuknya",1
733,733,materi nya kurang lengkap... sebaiknya dilengkapkan karena ada beberapa materi tersebut penting untuk dipelajari. untuk kelengkapan materinya akan saya tunggu :),4
734,734,Udah berkali-kali log in gk bisaa😣kenapa sih.. padahal password sama usernamenya udah bener.. udh beberapa kali nyoba tetep gagal.. tolong diperbaiki,1
735,735,"Saya sangat suka aplikasi ini. Membuat saya yang gak pinter matematika ini bisa matematika😍. Intinya konsisten sama apa yang ingin kamu raih, apapun bisa",5
736,736,"Aplikasi bagus cuma kenapa ya tiap kali mau putar videonya nggak bisa, padahal koneksi internetnya lancar Mohon bantuannya ya..",3
737,737,"Kenapa aku nggak bisa masuk di aplikasi ini? Pake akun mana aja nggak bisa, buat akun baru juga masih nggak bisa, kenapa?",1
738,738,"aplikasi sangat membantu, dari awalnya gak ngerti jadi ngerti. makasi banyak quipper video...........Akkkhhhirrrnyyyaaa saya ngerti hahahahahah",5
739,739,jslek bamget!!!!!!!!!!!!!!!!!!!!tapi boong,5
740,740,"Bantu banget dalam belajar, tapi kadang buku panduan tidak muncul, jadi tutup buka ulang terus biar muncul, tolong dlm masalah ini, sukabanget sama quiper😱",5
741,741,Kok sering lemot pas mau lihat video pembelajaran..selalu diinfokan 'maaf terjadi kendala' Mohon diperbaiki agar lebih optimal,1
742,742,"Bagaimana sih,,payah,, Saya mau mengerjakan ujian online tapi tidak bisa masuk ke soal,, Ini perlu diperbaiki",1
743,743,Sebenarnya Penjelasannya sudah bagus tapi kok pembahasan UN yang kelas 9 kok masih tahun 2015. 2014 gitu ya itu nggak bisa du Update ya ?,4
744,744,"Aplikasi ini sudah bagus, bermanfaat banget, namun yang jadi masalah, kenapa klu mau download serakrang suka eror yah, tolong di perbaiki lagi :)",5
745,745,Pak kenapa Quipper saya gambar nya Itam tolong pak ini buat belajar tolong di perbaiki yang benar pak ☹️☹️,1
746,746,"Kenapa loginnya nggak bisa masuk?, dan satu lagi, aplikasi Quipper ini harus lebih baik lagi dari aplikasi lainnya ya!",4
747,747,Aplikasi sangat ini sangat bagus,5
748,748,"pelajaran kelas 7 dan 8 nya mana? katanya ada semua, materinya sedikit amat,gaada try out, tutornya jarang bales, apaan nih 500rb ampas bener",1
749,749,Kurang bagus.. Masak pilih materi harus lihat web.. Webnya nggak bisa di buka Ribet gunanya Harus berbayar juga ku kira nggak? Soalnya dari deskripsi nggak di jelasin,2
750,750,TOLONGLAH. UNTUK MATERI UTBK AJARI KAMI DENGAN KONSEPNYA. KALAU CUMA BACA TEKS SEMUA JUGA BISA. MENDING Z*NIUS DAH. UNTUK KALIAN YG MAU LANGGANAN QUIPPER INI LEBIH BAIK JGN KHUSUSNYA UNTUK KALIAN YG FOKUS UTBK.,1
751,751,"Sy kira Quipper gratis ternyata sama saja dengan ruang guru Dan tidak ada pembelajaran buat anak SD (sekolah dasar) hanya untuk SMP,SMA",1
752,752,Apa apaan nih? Kok nggak bisa login? Padahal password nya udah bener lho. Usah dicoba beberapa kali kok masih nggak bisa?,1
753,753,"Tolong dong quipper tambahin fitur pilih resolusi downloadnya, soalnya kalo download itu resolusinya tinggi sehingga memperlambat proses pembelajaran",3
754,754,"Murahinlah, biar pas sama saku anak sekolah. Ukuran videonya kalo bisa dikurangin biar hemat, tapi jelas.",4
755,755,"Alhamdulillah aplikasi ini sangat bermanfaat sekali, saya jadi rajin belajar walaupun libur , penjelasan nya enak banget.. RECOMMENDED POKOKNYA",5
756,756,"Menggunakan quipper video sangatlah membantu dalam belajar,tersedia pula animasi dari teacher. Dan mudah dipahami ketika belajar",5
757,757,Tolong dong quipper ini kenapa ya kode yang diberikan guru saya saat saya masukan kode kelasnya salah padahal teman teman saya sudah bisa masuk sedangkan saya tidak bisa,1
758,758,Untuk Quipper mohon ditingkatkan lagi yah .. saya kalo downlod video dan tiba2 jaringan hilang atau secara nggk sengaja saya matiin data downlod an kegagal semua Untuk fitur nya mohon lebih ditingkatkan lagi agar lebih simpel ketika ingin membuka bab tidak perlu rumit harus pencet sana sini,4
759,759,Aplikasi ini bagus bngtt... belajar menjadi menyenangkan,5
760,760,"Lebih baik jangan download aplikasi ini,gampang gak bisa2 surub masuk daftar,disuruh akun google gak bisa juga apa lagi gampang salah nama pengguna sama sandi salah terus mohon jangan download ini",1
761,761,Tolong sediakan materi yang bisa melalui aplikasi ini tidak harus bisa dibuka melalui web dan tolong sediakan kurikulum 2013 yang sudah direvisi (kurikulum nasional),3
762,762,"Apk suka Lag, dikit dikit nge-lag, padahal jaringan bagus, main game aja lancar, giliran belajar pakek apk ini lag parah, tolonglah di perbaiki lagi",1
763,763,Mengapa harus ada yang menggubakan web? iya kalo membuka web nya gampang... Beuuhh ini susah amat. jadi rugi dong bayar mahal mahal... kenapa nih?,1
764,764,"materinya cukup lengkap, penjelasan nya bagus banget, fitur masterclass nya oke bet, cuman ask tutor masih belum paham gimana sistem nya hehe",4
765,765,Plz lah kalau mtk itu contoh nya dibanyakin truss jelasin ini dpt dari mana itu dpat dari mana jangan langsung ceplas ceplos aja!! Guru sma kelas 10,3
766,766,"sangat membantu saya dalam belajar, quipper the bestt",5
767,767,Tolong materi kelas 12 nya disesuaikan dengan materi yg sedang berlangsung di sekolah seperti matematika tentang statistik gk ada tolong ditambahkan!!! :v,5
768,768,"keren sekali quipper ini, sampai2 saat saya mengerjakan tugas selalu tidak terlihat jawabannya disebabkan ada bagian yg crack di 🖼 hadeh untung sabar😌",4
769,769,"Sangat membatu, dan belajar ny sangat menyenangkan, dan tidak membosankan, ayo Download aplikasi bimbel online quipper, semoga membantu kalian",5
770,770,Terimakasih untuk aplikasi ini..dengan aplikasi ini saya bisa belajar mudah dan di mengerti..sekali lagi saya berterimakasih untuk quipper 😁,5
771,771,"Penjelasan materi pelajarannya sangat mudah dipahami, dilengkapi dengan solusi quipper ""SUPER"", sangat membantu memahami dan menguasai pelajaran disekolah.",5
772,772,Kenapa musti buka du web??? Mau login lewat browser juga selalu gabisa masuk ke akunnya bikin kesal sgt!,1
773,773,"tolong diperbaiki bug aplikasinya :(,, udah di download tp ad yg gak bisa di puter+ materi yg hrs di buka di web gak bisa di buka :(",3
774,774,"Materinya lengkap...saya suka sama cara mengajarnya yg asik, terus penjelasannya mudah buat di pahami. Pokoknya saya sukaaaaaa",5
775,775,"Seneng banget deh jawab"" soal di Quipper ini dpt membantu sy dlm blajar daring d rumah guru² slalu memberikan soal² lwat apk in pokoknya de best deh😙trimaksih...bye.👋👧",5
776,776,Maaf tiga aja dulu karena saya daftar pakai email yang sama dan benar tapi sulit dan selalu gagal kalau sudah bisa saya akan edit ulasan ini makasih,3
777,777,"Makasih untuk quipper, sangat membantu saya dalam proses belajar,dan dapat membantu saya menghafal rumus dalam beberapa saat.",5
778,778,"haduh... ni kok pembelajaran utbk gak bisa di bukak sih vidionya?? lewat browser juga lemot, padahal aku pakek wifi",3
779,779,"Terimakasih Quipper, aplikasi yang sangat bagus, karna sudah membantu dan memudahkan kami belajar daring disaat masa pandemi seperti ini👍👍👍",5
780,780,"Tolong lahh tugas saya blm saya kerjakan,, knp Quipper nya nggak bisa dibukak,, knp diupdate malah nggak bisa dibukak sih,-_-",2
781,781,"Maaf sblumnya,, kok aku udh downlod apk nya,, trus ngk bisa didaftar,, pdhal udh aku mskin smua kta sandi, email dll,, tlng di perbaiki lgi",3
782,782,Alhamdulillah saya mengerjakan nya dg emosi dan kasih sayang :) pasti ngana banka dada ko ba jamping jamping,5
783,783,"Sebenarnya aplikasinya membantu,tapi untuk tahun 2020 ini kok malah nyusahin ya , depresi datang kepadaku dengan adanya tugas dari guruku",1
784,784,"kenapa pas waktu cari sekolah di kab. kediri sekolah saya tidak ada di daftar? padahal sekolah saya kan MTsN. 5 Kediri, seharusnya ada di daftar. trus kenapa layanan untuk kelas 8 ke bawah belum ada? seharusnya kan ini dari kelas 1 SD materi nya. tolong diperbaiki lagi. karena hal ini sangat mengganggu.",2
785,785,Karena saya baru menggunakan Quipper jd saya blm bisa ksh bintang 5. Tp sebelumnya maaf kalau bisa jangan rumusnya saja yg di tulis tp kalau bisa tentang pengertian dari materi itu seperti contoh pengertian energi itu apa trs baru rumus. terus sampai sini saya bljr alhamdulillah cukup baik..😊,3
786,786,"Sdh 2 hari yg lalu berlangganan quipper dan blm jg bisa log-in karena msh stuck di 'mendaftar nomor telepon orangtua' loading lama sekali, sehingga kegiatan beljar sy menjadi terhambat. Sdh komplain lewat email bahkan instagram tp tetap saja tidak ada respon. Dimana sikap profesionalnya? Tolong perbaiki y",1
787,787,Kaga guna di-update cuma buang2 kuota aja masih aja bufering Vidio yg harusnya 15 menit malah jadi 25 menit kecewa gua masang sama beli paket belajarnya kalo gini terus sih semua orang bakalan pindah ke ruang guru,1
788,788,"Kenapa kalau mau ngerjain tugas yang ada gambar , gambarnya tidak muncul. Seperti soal fisika tentang jangka Sorong misalnya",2
789,789,"Tadi ada tim quipper ke sekolah saya,pas jelasin nya bagus dan menarik dan saya langsung membeli paket 1 tahun bonus itu,keren moga2 saya naik deh nilai ekonominya😁",5
790,790,Saya cukup suka. Tapi karna durasi video yg cukup lama. Jadi saya malas melihat sampe akhir. Biasa nya saya langsung masuk ke quiz,4
791,791,"quipper memiliki kualitas pengajaran yang benar benar sangat baik dan cara pengajarannya pun sangat menarik. Dulu sebelum saya mengenal quipper dan belum pernah mencoba quipper, saya sangat mudah bosan belajar dan sulit memahami pelajaran. Apalagi di situasi pandemi yang mengharuskan belajar sendiri di rumah. Tapi setelah saya menggunakan quipper,saya sangat menikmati pembelajaran dengan adanya quipper. Bahkan saya tidak Sadar dengan waktu yang saya habiskan untuk belajar. Quipper thebest lah",5
792,792,"Sekedar saran, untuk pengguna pc/laptop sediakan kualitas HD, agar pengalaman belajar semakin baik.",4
793,793,"Daftar untuk akun saja terus terjadi kendala, saat coba lagi tetap tidak bisa. Bagaimana bisa digunakan? Mohon responnya",1
794,794,guru pengajar disini beda dengan yang lain disini pengajar nya profesional dan tidak bertele tele dan aku suka bangett dengan kak cecep tutor fisika pokoknya quipper itu kereen deh,5
795,795,"Apa apaan ini ngadain TO tp servernya bermasalah terus,kalo ga siap ngadain TO ga usah diadain! Seharusnya sbelum ngadain TO pihak yg terkait harus ngelakukan percobaan dlu",1
796,796,Terima kasih kak atas informasinya dan ilmu yang terkandung dalam website maupun aplikasi saya ingin mengucapkan terima kasih sebanyak banyak nya sudah membantu saya 😊,5
797,797,"Tolong dong kak, beberapa hari terakhir videonya ng bisa aku buka yang muncul cuma latar hitam doang aku sudah coba uninstal trus instal kembali tapi tetap begitu, kenapa yah",2
798,798,Waw saya menjadi terhura dengan adanya quipper ini guru saya menyuruh kami semua untuk buat akunnya dan kami haru belajar online dari quipper kan perfect tu kayak mau apa saya lg gk ngerti lh,5
799,799,Ini knpa ya mau masuk susah banget terus mau pilih materi gak bisa loading nya juga lama tolong di perbaiki lagi!!,1
800,800,Saya mau saja memakai Quipper tapi saya tidak mau ada email dan sandi takutnya salah jadi saya kasih bintang 3aja dulu segera diperbaiki,3
801,801,"Bagus sangat membantu apalagi saya sekarang ujian sekolah dengan QUIPPER, tapi tolong materi nya kok masih ada yg harus dilihat di Web, 🙏🏻😊😄",5
802,802,aplikasi Quipper sangat asik dan juga mudah dimengerti,5
803,803,Lumayan bagus tapi kenapa yah untuk materi dan soalnya itu ada kyk gambar kotak retak gitu pokoknya soalnya itu jdnya gak bisa dibaca padahal jaringan udah bagus. Mohon tanggapannya,3
804,804,"Aplikasi, materi, serta tutornya sudah bagus hanya saja gambar yg dikirim terkadang tidak dapat dimuat.",5
805,805,"sebelumnya mohom maaf kalo saya ngomong kasar ,ini gimana saya to buat sekolah masuk nilai pas saya ngerjain uda keisi semua tiba tiba kok kon jawaban nya hilang semua yak apa gini ini tanggung jawab bukan saya menjelek kan soalnya ini masuk nilai sekolah bukan main main TOLONG RESPONANNYA!!!!! MINTAAK TOLONG YAAA JANGAN MBODOHI KAMI DENGAN TEKNOLOGINYA YA KITA PELAJAR JUGAK MAU BELAJAR BUKAN MAU DI BOHONGI",1
806,806,"Gak ngebantu sama sekali,pelayanannya kurang memuaskan.Pas pertama kali kesekolahku bilangnya bisa tanya tutor sepuasnya mana saya berlangganan masterclass yang mahal.dan tanya tutor pun hanya dibatasi dari jam 4sore sampai jam 9 malam.nyesel banget download dan berlangganan buang2 duit",1
807,807,"Tolong untuk dikembangkan lagi untuk pengguna iOS, karena bagi pengguna iOS belum ada aplikasi nya. Jadi tolong, agar pengguna iOS juga dapat merasakannya",5
808,808,Mau bertanya kak..kok untuk kelas 11 semester 2 K13 revisi materi alat alat optiknya gk ada yah???😟😟,3
809,809,"Kok pas saya login kok gak bisa masuk padahal siyal bagus dan sandi google aku juga sudah benar,tolong dipermudah untuk login ok trima kasih",3
810,810,Maaf tapi saya masih SD kalo untuk kelas anak SD nggak adakah,1
811,811,"saya pas di akunnya gk bisa ,padahal belum Berlangganan.....tolong secepatnya diperbaiki ,Ini bayar pake uang /pake kuota",1
812,812,"Bagus sih, jika ingin mencerdaskan bangsa seharusnya biaya langganan bisa dikurangi agar lebih banyak yang menjangkau nya",5
813,813,Saya tetap suka sama Quiper walaupun udah banyak app baru seperti ruang sebelah karena saya yakin yang yang hadir pertama jauh lebih berpengalaman,5
814,814,gk tau knp tiap buka quipper berasa main game alias ketagihan,5
815,815,"mudah sekali untuk dipakai bagi para anak sekolah , terutama untuk pembelajaran dalam sistem online sangat membantu kami para pelajar",5
816,816,kok suara nya kecil amat ya udh buat volume paling besar juga gk kedengeran padahal kalo saya dgr musik oke oke aja make handset pas lg di tempat rame juga gk kedengaran.,1
817,817,Udah dari kelas 10 berlanggan Quipper dan masih sampe sekarang kelas 12 juga berlangganan Quipper Semoga aja dengan bantuan Quipper aku bisa masuk universitas impianku Aminnn...🙏🙏🙏,5
818,818,kak seperti nya aplikasi ini cocok untuk pelajar tapi maaf kakak dari saya selesai download aplikasi ini saya tidak bisa daftar atau registrasi. awal nya saya bisa daftar sampai pemilihan sekolah tapi karena jaringan jadi saya ulang dari awal stelah itu tidak bisa daftar dan selalu berhenti di daftar diri. jdinya itu bagaimna ya kak? tolong bantuannya,2
819,819,"Saya pelanggan di Quipper tapi entah kenapa setiap saya download file rangkuman/ catatan, file nya nggak masuk ke ponsel. Bisa bantu saya min?",3
820,820,Kenapa ada video yg tidak bisa saya buka? Padahal video tersebut sudah saya download tp kenapa tidak bisa dibuka?,3
821,821,"Tanggapan ke email dan wa slow respon ,gak nyaman banget kalau lagi ada masalah, mau nanya lama banget di jawab",1
822,822,"Bintang 4 dulu soalnya bru coba, tp td pas liat videonya dr kakak yg dtg d sekolah, kelihatannya asik..",4
823,823,"Kak kenapa materinya dikit sekali, kok gak sesuai sm yg di iklannya, tempat aku gaada materi UN sm smbmptn serta try out padahal uda bayar mahal mahal",3
824,824,Yth pemilik apk quipper Terima kasih yg telah memberikan izin untuk Mengukur hasil kemanpuan kami dlm mengrrjakan namun hasilnya berbeda dgn hasil yg kami kerjankan dgn kunci jwbnnya,1
825,825,Aplikasinya bagus asli Cuman knp 2 hri blakangan ini sring error? Pas bnget mau ngumpulin ulangan slalu ada pop up 'terjadi kendala' pdahal sinyal bagus Kirain ulangannya ga kekumpul kaget klo ulang dri awal lagi Tpi pas keluar app dlu trs buka lgi udah dkumpulin Kok gtu? Tolong bngt perbaikannya lagi🙏,5
826,826,"Tidak Bisa Login Dan Pada Saat Mendaftarkan Email Ada Tulisan Seperti Ini ""Email Sudah Di Digunakan"" Mohon Berikan Solusinya",1
